id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2384,Hyde Park - Walk to University of Chicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,113,3,253,2025-06-08,1.99,1,341,11,R17000015609
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,100,2,580,2025-06-01,2.98,1,60,51,R24000114046
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,203,4,121,2025-06-11,0.89,7,284,28,2209984
12140,Lincoln Park Guest House,46734,Shay And Robert,,Lincoln Park,41.92357,-87.64947,Private room,288,2,18,2024-10-27,0.15,1,147,2,2398451
28749,Quirky Bucktown Loft w/ Parking No Parties,27506,Lauri,,Logan Square,41.91955,-87.70069,Entire home/apt,250,2,253,2025-06-05,1.43,1,80,44,R24000113825
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,82,3,134,2025-06-01,0.78,1,309,21,R23000108832
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,109,3,35,2025-06-13,0.99,1,175,10,R22000082956
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,268,32,77,2024-05-05,0.65,24,339,0,
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,349,32,87,2024-12-02,0.71,24,356,1,
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,238,3,699,2025-06-09,4.17,1,203,38,R23000108826
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,125,32,320,2025-02-01,1.91,3,319,2,
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50,32,48,2024-08-25,0.29,3,135,2,
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,125,32,6,2024-07-03,0.04,3,320,1,
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,86,2,31,2025-06-01,0.20,1,53,3,R20000054219
233933,Lovely Bedroom 3 in a New Renovated Apartment,1224828,Tippi,,Irving Park,41.95758,-87.7271,Private room,57,2,210,2025-06-09,1.26,2,41,36,R22000094076
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,35,2018-01-15,0.21,1,359,0,
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,227,32,63,2021-10-17,0.39,1,313,0,
289689,"32 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,39,32,72,2025-04-22,0.44,1,167,3,R21000062931
345075,"Spacious, Vintage Hyde Park Apt.3",1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,115,2,301,2025-06-08,1.87,1,285,16,R22000076583
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,845242,Jay,,Lake View,41.94107,-87.65492,Entire home/apt,250,3,803,2025-06-09,4.96,1,265,53,R22000081479
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,Hans,,West Town,41.89629,-87.65704,Entire home/apt,284,2,316,2025-05-19,2.06,2,298,23,2510875
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,,60,226,2025-04-06,1.43,1,26,8,R23000098892
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,105,32,649,2025-01-29,4.16,1,92,3,
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,91,2,441,2025-06-16,2.80,1,227,35,R23000111667
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,178,3,313,2025-06-08,1.98,1,198,10,R24000119110
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,63,32,57,2025-05-03,0.36,2,90,4,
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,64,3,150,2025-06-16,0.96,2,327,25,R22000091618
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,265,4,107,2025-05-25,1.25,1,114,13,R23000104039
651742,Edgebrook Lg bdr by golf course,2824576,Jefferson,,Forest Glen,41.99178,-87.75747,Private room,69,2,122,2025-06-08,0.81,2,348,14,R24000114190
662034,Edgebrook bdr by golf course,2824576,Jefferson,,Forest Glen,41.99405,-87.75746,Private room,60,2,102,2025-06-07,0.71,2,349,9,R23000095494
681842,Bedrm/Bath - Swanky Northside Condo,3472696,Roxane,,West Ridge,41.99373,-87.68279,Private room,52,32,33,2025-06-01,0.23,2,259,4,
697634,"2 BD Condo by downtown,park,lake",3574415,Marvin Stanley,,Near North Side,41.90437,-87.6335,Entire home/apt,105,32,160,2024-05-26,1.10,2,194,0,
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,224,2,884,2025-05-29,5.74,2,21,62,R22000080211
732569,Entire 2BR Apt w/ Parking & 3 Beds,3814224,James,,Lower West Side,41.8559,-87.65336,Entire home/apt,284,2,157,2018-08-05,1.02,1,41,0,R25000129112
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,205,7,218,2024-12-03,1.50,1,225,2,R24000116754
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vasileios,,Logan Square,41.93115,-87.71836,Entire home/apt,120,32,32,2025-04-08,0.22,4,252,4,
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla,,Lincoln Park,41.92218,-87.66079,Private room,72,2,160,2025-02-09,1.10,1,194,6,R21000072699
929914,Victorian Home in Old Town,5007980,Lynn,,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,,3,508,2025-05-26,3.42,1,5,23,R21000073898
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,136,32,22,2018-11-02,0.15,1,362,0,
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,321,2,485,2025-05-31,3.31,17,330,48,2457501
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,137,32,41,2023-09-01,0.27,1,72,0,
979841,"Huge Victorian near Loyola, Lake #1",5076708,Eduardo,,Rogers Park,42.00588,-87.66853,Private room,80,2,353,2025-06-08,2.38,4,284,30,R17000015436
979926,"Huge Victorian near Loyola, Lake #2",5076708,Eduardo,,Rogers Park,42.00477,-87.66842,Private room,73,2,394,2025-06-16,2.67,4,275,41,R17000015436
979942,"Huge Victorian near Loyola, Lake #3",5076708,Eduardo,,Rogers Park,42.00378,-87.66807,Private room,73,2,349,2025-06-12,2.35,4,282,28,R17000015436
983640,Huge Victorian near Loyola 2bd Apt,5076708,Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179,2,304,2025-06-16,2.07,4,291,31,R17000015436
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,85,32,42,2024-12-20,0.28,3,239,3,
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45,32,11,2021-09-05,0.09,3,77,0,
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,,32,5,2019-10-13,0.06,3,12,0,
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Paul,,Near South Side,41.85395,-87.62468,Entire home/apt,150,32,17,2024-12-07,0.12,19,259,1,
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,,2,751,2025-05-26,5.16,2,2,46,R22000081599
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,1664593,Matt And Christy,,Near West Side,41.87033,-87.6826,Entire home/apt,210,3,382,2025-05-18,2.61,1,135,16,R23000099312
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,,5,221,2025-05-31,1.51,2,282,7,2446767
1242709,Beautiful/Large SE Evanston Apt,1254363,Mr,,Rogers Park,42.01938,-87.67985,Entire home/apt,,7,17,2024-09-30,0.14,1,0,1,
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,,32,127,2025-05-05,0.88,1,182,4,R25000125699
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,572,2,117,2025-03-16,0.82,1,294,3,2262746
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,120,3,490,2025-06-15,3.42,1,270,47,R23000111151
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,,32,40,2021-05-23,0.29,2,0,0,
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,200,3,33,2025-04-07,0.23,1,82,3,R22000079042
1461451,02b. Twin bed in Coed Space,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,20,1,212,2025-05-01,1.47,14,234,16,R21000075752
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,229,4,156,2025-06-09,1.09,7,290,31,2209985
1502700,The Biddle House,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,,32,16,2019-09-02,0.12,7,0,0,
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,44,32,200,2024-08-06,1.39,2,351,1,R17000013891
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,68,2,446,2025-05-21,4.94,2,71,52,R21000069179
1584422,Magic Factory Loft 2West,2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,497,3,56,2025-05-26,0.39,3,312,9,2555923
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,8489460,Holly,,Rogers Park,42.01177,-87.67758,Entire home/apt,151,2,213,2025-06-09,1.49,1,336,20,R22000090320
1614802,"Contemporary, private suite w fireplace",8595700,Carin,,Lake View,41.93455,-87.66141,Entire home/apt,74,4,407,2025-06-08,2.99,1,243,43,R23000105186
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Entire home/apt,155,1,86,2025-06-02,0.60,1,55,15,R24000123657
1663673,iKlektik House Chicago / Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,139,2,444,2025-06-09,3.19,3,289,35,R22000090635
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,176,2,98,2025-06-13,0.73,1,271,15,2209110
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,308,1,34,2025-05-21,0.71,6,157,8,2446867
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,550,1,24,2025-05-18,0.17,6,169,7,2446868
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,,Lake View,41.94774,-87.65421,Entire home/apt,922,1,56,2025-05-26,1.10,6,163,17,2446868
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,,Lake View,41.9475,-87.6542,Entire home/apt,808,1,40,2025-05-11,0.79,6,164,11,2446867
1810118,LARGE 1BR/Private Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,70,4,374,2025-05-26,2.71,2,135,6,R17000015592
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79989,-87.59432,Entire home/apt,62,32,60,2024-10-03,0.43,1,267,1,
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,364,32,155,2022-08-09,1.11,1,365,0,
1869568,"Homey, cozy and comfortable!",1971382,Esmirna,,North Lawndale,41.856382599584634,-87.71415361216066,Private room,45,1,3,2024-11-19,0.18,4,336,2,R23000111400
1921670,The Avondale Garden Unit,9959757,Jedidiah,,Irving Park,41.94663,-87.70783,Entire home/apt,164,2,358,2025-05-27,2.85,9,333,28,R18000036958
1939467,"Rm 1, Quiet&Cozy in Old Irving - NonSmokers, only",8292749,Ilya,,Irving Park,41.959981860728035,-87.73006782293396,Private room,50,32,5,2024-08-31,0.21,2,75,1,
1984545,Soulful Living 3B-3B Home Hyde Park/Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81961,-87.61324,Entire home/apt,251,32,4,2017-06-06,0.03,6,169,0,2255946
2011301,Bucktown - Great Northside Location,5166793,Bradley,,Logan Square,41.92118,-87.68678,Private room,78,2,309,2025-06-02,2.21,2,214,24,R22000077881
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,Hans,,West Town,41.89821,-87.6572,Entire home/apt,271,2,232,2025-06-03,1.66,2,318,16,2510880
2103986,Mid-Century Townhouse in Lakeview,1838943,Barbara,,Lake View,41.93338,-87.63913,Private room,86,1,174,2025-03-29,1.29,1,115,14,R22000091334
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Pattaraporn,,Kenwood,41.80239,-87.60244,Private room,45,10,67,2025-05-24,0.49,26,313,9,R21000072908
2396340,The Woodsman's Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.89634,-87.65608,Entire home/apt,466,2,561,2025-06-06,4.09,17,325,52,2385048
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94272,-87.68409,Entire home/apt,162,2,109,2025-06-08,0.81,1,286,9,R24000114939
2479175,Cozy Garden-Subterranean Apartment,12681444,Jennifer,,Lincoln Square,41.96316,-87.69208,Entire home/apt,75,2,298,2025-05-25,2.19,1,131,25,R17000017830
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,,West Town,41.90006,-87.68096,Entire home/apt,172,10,195,2025-06-03,1.42,2,213,9,R23000108359
2515629,"Cozy, Quiet, Private bathroom in private room",12877384,Tanya,,East Garfield Park,41.88152,-87.69768,Private room,36,7,188,2025-05-20,1.42,2,94,12,R21000073422
2519442,"Warm Cozy Suite, Private Bath, Free Street Parking",7858620,Cynthia,,Washington Park,41.79606,-87.62382,Private room,82,2,129,2025-05-19,0.95,1,326,14,R17000013595
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.85669,-87.65132,Private room,59,32,245,2022-09-01,1.79,1,133,0,
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,,South Lawndale,41.85295,-87.70686,Private room,72,32,6,2021-09-13,0.05,3,107,0,
2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,13793246,Kristi,,Lake View,41.93308,-87.6511,Entire home/apt,,1,162,2023-10-22,1.71,1,0,0,R23000098955
2844042,iKlektik House Chicago / BlueJay,8813383,Mindy + Tony,,West Town,41.89288,-87.68458,Entire home/apt,134,2,197,2025-06-01,1.46,3,294,32,R23000110018
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90026,-87.66871,Entire home/apt,218,2,285,2025-06-01,2.69,1,295,30,R21000071753
2907500,The Red Room,11231030,Erik,,West Lawn,41.78225,-87.72806,Private room,37,1,391,2025-06-02,2.96,2,318,35,R17000014945
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,,South Shore,41.77206,-87.56982,Entire home/apt,85,32,246,2025-02-07,1.82,1,317,1,
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,,Logan Square,41.91571,-87.67449,Entire home/apt,110,2,537,2025-06-09,3.98,1,202,50,R22000090195
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark,,North Center,41.96136,-87.6784,Entire home/apt,149,3,205,2025-06-16,1.72,1,274,34,R22000080115
3083343,Remodeled Splendid Flat in Bucktown/Wicker Park,209564,Amitabh,,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,189,2,154,2025-03-31,1.19,6,113,14,R18000036344
3088192,2nd floor of 1908 brick two-flat in Logan Square,15710890,Paul,,Logan Square,41.93105,-87.71177,Entire home/apt,212,1,517,2025-06-14,3.86,1,62,59,R24000116829
3105733,King Bed in Private room in 2BR,12416635,David,,Near West Side,41.86968,-87.68582,Private room,97,4,24,2020-03-30,0.18,1,295,0,R23000108430
3167664,"Ample Artsy Condo w Open Kitchen, Deck",1970552,Evan,,Rogers Park,42.00561,-87.67074,Entire home/apt,,32,53,2025-05-29,0.39,1,171,2,
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,16090300,John,,Logan Square,41.91634,-87.69335,Entire home/apt,1697,1,91,2025-04-20,0.69,8,335,8,R24000121153
3177497,Cozy Gotham Private King Bed & Bath near the Lake!,13374424,RaeGina,,Rogers Park,42.013777799902776,-87.67188185110726,Private room,,28,18,2024-10-15,0.15,1,0,8,R18000030225
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,41.98908,-87.66697,Entire home/apt,79,2,433,2025-06-11,3.23,1,265,48,R23000104940
3292054,The Roscoe House near Wrigley Field,5960265,Courtney And Garrett,,Lake View,41.94278,-87.65621,Entire home/apt,509,4,339,2025-06-11,2.55,2,317,69,R23000105796
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,,Near West Side,41.88711,-87.6438,Entire home/apt,356,2,139,2025-06-01,1.30,2,159,16,R21000072734
3329088,East Garfield Park 2 Bedroom,16807770,William,,East Garfield Park,41.88367,-87.70864,Entire home/apt,140,3,165,2025-06-15,1.23,1,321,25,R23000105070
3376665,Private room and private bath in luxury condo,3533788,Janet,,West Town,41.90973,-87.69655,Private room,87,2,65,2025-06-08,0.53,1,339,3,R18000034166
3385966,Welcome to your 2BD Penthouse,9995028,Chad,,Lake View,41.93594,-87.66953,Entire home/apt,189,32,190,2023-11-11,1.54,1,289,0,
3394750,Park Side Apt. Walk to Orange Line!,8781008,Jenn,,Mckinley Park,41.8251,-87.6739,Entire home/apt,96,4,122,2025-05-27,1.32,1,188,13,R24000122754
3434136,Beautiful West Lakeview location,17217012,Janet,,Lake View,41.94159,-87.65099,Private room,75,32,177,2023-10-15,1.33,1,313,0,
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Edgar K,,Dunning,41.94418,-87.79895,Private room,35,32,7,2025-01-12,0.05,1,36,1,
3453656,Private large room with your own bathroom,17405364,Jennifer,,Rogers Park,42.00146,-87.66982,Private room,,7,48,2025-01-24,0.39,3,133,6,R21000073244
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.79963,-87.59186,Private room,84,1,499,2025-06-08,3.78,1,35,50,R17000015187
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vasileios,,Logan Square,41.93047,-87.7196,Entire home/apt,136,32,160,2024-10-01,1.21,4,290,2,
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke,,Edgewater,41.99103,-87.66166,Private room,47,20,48,2024-10-09,0.36,3,88,1,R18000034100
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,,Irving Park,41.95965,-87.72016,Entire home/apt,68,14,48,2024-11-15,0.37,1,324,2,R22000091033
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,,West Ridge,41.99595,-87.67545,Entire home/apt,59,32,6,2024-07-20,0.07,1,132,1,
3696178,Beautiful condo close to the beach,18742622,Barbara,,Rogers Park,42.0222,-87.67226,Private room,46,3,83,2025-03-12,0.67,4,312,7,R23000109108
3742513,03a. Queen sized in coed room,2907254,Joseph,,West Ridge,42.0168,-87.68771,Shared room,23,1,171,2025-05-04,1.30,14,352,9,R21000075752
3761023,"Free parking, close to public transit, dining",14015437,Andrew &  Diane,,Bridgeport,41.83615,-87.64638,Entire home/apt,,3,102,2024-12-29,0.93,1,0,17,R23000105445
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,,Humboldt Park,41.898048,-87.702972,Entire home/apt,185,28,366,2025-05-31,2.79,1,230,3,R17000018703
3792844,Luxury One Bedroom One-Private bathroom on beach,19471032,Alberto,,Loop,41.877,-87.63055,Private room,55,32,14,2025-06-01,0.29,1,221,3,
3809530,Best location in Chicago! Superhost,19578992,Laura,,West Town,41.90173,-87.67359,Entire home/apt,257,32,103,2023-10-09,0.78,3,365,0,R17000015699
3811926,The Blue Room,11231030,Erik,,West Lawn,41.78392,-87.72921,Private room,37,1,539,2025-05-26,4.08,2,311,29,R17000014945
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,,Near North Side,41.89637,-87.62726,Entire home/apt,121,32,38,2024-08-04,0.29,3,0,1,
3924599,Unique and Chic 1,4010906,Bobbie,,Grand Boulevard,41.8198,-87.61423,Private room,107,5,8,2022-09-16,0.06,6,168,0,R22000081167
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,,Lincoln Park,41.91374,-87.64014,Entire home/apt,116,2,242,2025-06-11,2.12,2,306,41,R22000092254
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,,Near West Side,41.88503,-87.68664,Entire home/apt,119,3,144,2025-06-01,1.10,1,311,16,R22000092133
3979320,2 Room Apartment in Vintage Bldg,20624213,Karen,,Uptown,41.95652,-87.64982,Entire home/apt,99,3,45,2025-06-11,3.49,2,257,40,R24000116741
3979385,Private 3rd Floor Apartment,20624213,Karen,,Uptown,41.95669,-87.64847,Entire home/apt,131,3,367,2025-06-09,2.79,2,235,27,R19000047696
4083903,"Beautiful, Spacious Historic Greystone Unit.",21178487,Fatimah,,Grand Boulevard,41.80392,-87.6108,Entire home/apt,150,32,3,2020-03-01,0.05,1,89,0,
4096995,Spacious Private Room w/ king bed,2880338,Elizabeth,,Uptown,41.96264,-87.67296,Private room,65,32,36,2024-12-21,0.28,2,93,2,
4105283,Short-Term Sublet Near Lake Michigan,18649856,Rachel,,Edgewater,41.99701,-87.66099,Entire home/apt,42,75,212,2024-08-04,1.63,1,98,1,
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,,Lake View,41.94987,-87.64611,Entire home/apt,91,2,521,2025-01-11,4.01,1,221,32,R23000103593
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,,Uptown,41.96705,-87.65772,Entire home/apt,220,2,282,2025-06-12,2.30,1,111,69,R22000081484
4214683,"Mid City, Vintage, Close to O'Hare Pvt Room",21872907,Tamiz,,Irving Park,41.95107,-87.71005,Private room,59,3,186,2025-06-16,1.44,1,286,24,R22000091106
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,21924626,Nathan,,Lake View,41.94124,-87.64941,Private room,203,1,413,2025-06-14,3.23,2,11,28,R22000091244
4243905,Historic house in hip Logan Square,22022871,Jill,,Logan Square,41.9254,-87.69753,Entire home/apt,251,32,53,2023-11-07,0.44,1,362,0,
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,41.99632,-87.66385,Private room,60,3,105,2025-06-13,0.81,2,331,29,R22000091618
4264117,Cozy Chicago Stay in Heart of Lincoln Square,1368349,Nancy,,Lincoln Square,41.96745,-87.68424,Entire home/apt,65,1,23,2025-05-25,0.20,1,43,4,R24000121458
4278818,Unique and Chic 2,4010906,Bobbie,,Grand Boulevard,41.81873,-87.61387,Entire home/apt,127,5,22,2024-10-17,0.18,6,169,1,R22000081167
4335812,Garden Suite,4010906,Bobbie,,Grand Boulevard,41.81793,-87.61291,Private room,114,5,13,2024-09-04,0.11,6,167,1,R23000106145
4365466,01a. Full bed in Shared Space - Female Guests Only,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,21,1,122,2025-04-07,0.94,14,242,9,R21000075752
4370895,Sun-drenched Vintage Flat with a Lake view,10691960,Kayla,,Near North Side,41.90487,-87.62747,Entire home/apt,271,32,96,2022-06-06,0.75,1,178,0,
4394093,Private bed/bath in beautiful home,22810362,Anne,,Lake View,41.95518,-87.66999,Private room,85,3,36,2023-08-19,0.29,1,172,0,R20000058491
4417718,"Cozy, Bright Basement Guest Suite",1096941,Angela,,Irving Park,41.96114,-87.70514,Private room,55,25,28,2025-04-01,0.22,1,167,3,R18000036419
4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,,North Center,41.95931,-87.67795,Entire home/apt,244,2,106,2025-05-17,0.82,1,167,8,R17000018685
4567558,2 Bedrooms are perfect for groups up to 3 guests,2169532,Adam,,Irving Park,41.95501,-87.73814,Private room,107,32,131,2022-10-11,1.03,1,89,0,
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),23803571,Tomasso,,Uptown,41.96574,-87.65747,Private room,108,1,154,2025-05-28,1.52,1,116,14,R21000074243
4632510,Spacious two bedroom with patio!,1563534,Elizabeth Anna,,West Town,41.90376,-87.69556,Entire home/apt,83,32,165,2025-05-02,1.30,1,152,2,
4662201,"Great location, large space",24124115,Syed,,West Town,41.900188,-87.661751,Private room,99,32,28,2022-10-15,0.22,1,297,0,
4730797,Home in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92125,-87.70158,Private room,57,4,135,2025-06-04,1.08,2,230,7,R22000090201
4731523,A Cozy Room for Two in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92286,-87.70154,Private room,56,4,100,2025-05-06,0.79,2,200,13,R22000090201
4786970,Large room in Art Gallery ((:,24676863,William,,West Town,41.90992,-87.67521,Private room,,32,69,2023-11-10,0.56,2,365,0,
4793938,"2BD/2BA w/ gourmet kitchen, private balcony & more",24705990,Rick,,Uptown,41.97106,-87.66777,Hotel room,457,3,91,2024-08-04,0.72,9,58,1,2328618
4803582,Coach house Wicker Park- Bucktown,24267774,Barbara,,West Town,41.90596,-87.67569,Entire home/apt,139,32,156,2025-05-01,1.25,1,300,1,R17000013739
4840199,Luxe 3BD/2BA with Fireplace and Private Balcony,24705990,Rick,,Uptown,41.97095,-87.66798,Entire home/apt,573,3,40,2025-05-20,0.33,9,53,7,2328618
4840753,Modern 1BR w/ private balcony and grill,24705990,Rick,,Uptown,41.97106,-87.66777,Private room,,3,38,2023-03-31,0.30,9,0,0,2328618
4852830,Private bedroom in Lincoln Park,597871,Matt,,Lincoln Park,41.91233,-87.65146,Private room,108,30,343,2025-06-01,2.74,1,252,18,R17000015165
4872152,"Simple room, close to trains!",21922655,Angelica,,West Town,41.90637,-87.68954,Private room,82,1,275,2025-05-25,2.19,1,59,12,R23000105355
4912516,"Happy, Upscale 4 Bed Home (Roscoe Village)",22052322,John,,North Center,41.94816,-87.68607,Entire home/apt,158,5,144,2025-05-04,1.15,1,10,7,R24000120206
4930338,Beautiful Brownstone Apt.,23197213,Doral,,Grand Boulevard,41.81214,-87.61328,Entire home/apt,135,32,24,2018-07-17,0.19,2,316,0,
