id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1275619242900843999,Home away from home!,658988219,Jenevie,,Chicago Lawn,41.77384,-87.68605,Entire home/apt,,32,0,,,1,365,0,
1275646472015771612,Belmont Central Unit Suit,529226301,Wladyslawa,,Portage Park,41.94056,-87.76645,Entire home/apt,119,1,1,2025-03-17,0.32,2,289,1,R23000105600
1275715934833827991,Chicago City Retreat - Private Room,16303051,Jennifer,,West Town,41.89115409986207,-87.68019441740988,Private room,60,32,3,2025-05-21,0.65,6,89,3,
1276010390560439600,King bed! 2 bedroom sleeps 8,496051795,Anish,,Irving Park,41.95577,-87.71883,Entire home/apt,99,32,1,2025-06-02,1,1,274,1,
1276189286217121850,Your Vacation Home in the Sky,659101359,David,,Near North Side,41.8909003,-87.6364339,Entire home/apt,149,32,0,,,1,309,0,
1276840622122801302,"Downtown, Vintage 5bd/2ba (gym+patio) | Sleep 14",98193524,Jeremy,,Loop,41.87348,-87.62816,Entire home/apt,,5,3,2025-05-26,0.46,39,118,3,R22000083430
1276848812581223213,"3bdrm,2full bath,artist Chi sanctuary gardens",52339193,Kenneth W,,Irving Park,41.96066112199421,-87.70364787429571,Entire home/apt,306,3,10,2025-06-09,1.75,1,311,10,R24000123246
1276850193412053295,Old Town Guest House Parking Pmt,88052222,Adrian & Veronica,,Lincoln Park,41.913787,-87.6354885,Entire home/apt,135,32,0,,,4,325,0,
1277556121847703538,Studio in Old Town/ Lincoln Park,308161169,Huriye Gamze,,Lincoln Park,41.913912182670465,-87.63547860964879,Entire home/apt,68,32,0,,,1,294,0,
1277647629028321703,Cozy art-filled Hyde Park apt,659426347,Hanna,,Hyde Park,41.80144,-87.59471,Private room,81,1,14,2025-06-08,4.83,1,307,14,R25000126419
1277691132898812735,Cozy Two Bedroom on Quiet Street,90644159,Jean,,Logan Square,41.92334,-87.68271,Entire home/apt,203,4,1,2025-06-02,1,4,105,1,2938297
1277713992563005592,Cozy Home in Midway Area,444500573,Juan,,Garfield Ridge,41.803336471139865,-87.74828300117456,Entire home/apt,167,1,11,2025-06-01,2.73,1,58,11,R24000123822
1277811471701218581,Modern Space in Chicago: Prime Convenient Location,124619271,Ahmeena,,Woodlawn,41.783901220161006,-87.60812347329326,Private room,40,32,1,2025-01-10,0.19,10,167,1,
1277837903761442805,Beautiful Blue Oasis,659476358,Carla,,Woodlawn,41.7797396,-87.61169459999999,Entire home/apt,120,32,0,,,1,304,0,
1277897372301363519,Victorian GardenLoft in Historic SouthSide Mansion,110853305,Andrena,,Auburn Gresham,41.75063007919636,-87.64843071715221,Entire home/apt,144,1,18,2025-06-03,2.54,1,330,18,R24000122267
1278011600439783713,Modern Apartment in Pilsen 1-102,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,118,32,1,2024-11-06,0.13,38,139,1,R24000121970
1278120447336997047,Modern Apartment in Pilsen 2-102,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,149,32,2,2024-11-10,0.27,38,137,2,R24000121970
1278131592705559925,Modern Apartment in Pilsen 3-102,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,119,32,0,,,38,139,0,R24000121970
1278145685042542345,Modern Apartment in Pilsen 4-102,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,149,32,0,,,38,134,0,R24000121970
1278241795269294239,Gem within a Gem,96340508,Sonia,,Austin,41.883145255733865,-87.75343033098503,Entire home/apt,89,2,13,2025-06-15,3.61,1,339,13,R25000124476
1278385139764322419,Artsy Room near the Oak Street Beach - Museum XP,657464236,Aishat,,Near North Side,41.8931328,-87.6257708,Hotel room,324,1,0,,,28,231,0,2896450
1278385989543853315,Adventure Awaits! Close to 360 Chicago! Parking!,657464236,Aishat,,Near North Side,41.8931328,-87.6257708,Hotel room,327,1,3,2025-05-05,0.73,28,231,3,2896450
1278389520461009137,Chicago Beach Trip! 3 Units Near Oak Street Beach,657464236,Aishat,,Near North Side,41.89313,-87.62577,Hotel room,983,1,2,2025-04-14,0.29,28,231,2,2896450
1278389929340764943,4 Modern Units Near 360 Chicago! Parking!,657464236,Aishat,,Near North Side,41.8931328,-87.6257708,Hotel room,1193,1,6,2024-11-30,0.39,28,231,5,2896450
1278391580963800095,"City Escape! Pets Allowed, Parking!",657464236,Aishat,,Near North Side,41.8931328,-87.6257708,Hotel room,328,1,6,2025-02-17,0.24,28,231,4,2896450
1278397489785771942,Cozy Condo in Chicago Chinatown,575505301,Encun,,Armour Square,41.848801928193566,-87.63633613558197,Entire home/apt,167,2,14,2025-06-01,1.92,2,223,14,R23000105302
1278431178363252770,QE Medium Risk Test,659393319,AdamRisk,,West Town,41.89225,-87.64747,Entire home/apt,1086,32,0,,,1,365,0,
1279233581713654756,King bed self check in near downtown bo5,659792380,Henrique,,Bridgeport,41.8433031938214,-87.65665834157792,Private room,26,32,0,,,9,136,0,
1279296085002903316,G4- Next to Downtown and Train,448388996,Arantza,,Lake View,41.94154,-87.66837,Private room,60,2,17,2025-06-13,2.31,5,108,17,R24000115768
1279317110999784936,G44-Close Downtown - Max 8 pp.,448388996,Arantza,,Lake View,41.94056061604739,-87.66608765421509,Private room,67,2,1,2025-06-08,1,5,108,1,R24000115768
1279349569947677926,"Deluxe Room in Co-Living, Comfortable Long Stay",457438194,Anita,,Kenwood,41.80367,-87.60335,Private room,97,2,3,2025-05-19,0.49,61,257,3,R24000119079
1279349598720848417,Cozy Deluxe Room for Long Stay Near UChicago,457438194,Anita,,Kenwood,41.80367,-87.60335,Private room,45,32,0,,,61,317,0,
1279349628414917068,"Spacious Deluxe Room in Co-Living, ideal Long Stay",457438194,Anita,,Kenwood,41.80367,-87.60335,Private room,45,32,0,,,61,248,0,
1279349658525413925,Chic Co-Living Deluxe Room Suited for Long Stay,457438194,Anita,,Kenwood,41.80367,-87.60335,Private room,45,32,0,,,61,290,0,
1279349686466512677,Bright and Comfortable Deluxe Room for Long Stay,457438194,Anita,,Kenwood,41.80367,-87.60335,Private room,45,32,0,,,61,294,0,
1279349712962304027,Premier master w/ private bathroom near UChicago,457438194,Anita,,Woodlawn,41.78247,-87.5935,Private room,49,32,0,,,61,305,0,
1279349744920215831,Premier room in chic co-living near UChicago,457438194,Anita,,Woodlawn,41.78247,-87.5935,Private room,43,32,0,,,61,312,0,
1279349770972727321,Premier room in chic co-living near UChicago,457438194,Anita,,Woodlawn,41.78247,-87.5935,Private room,43,32,0,,,61,312,0,
1279349797879723423,Premier room w/ private balcony near UChicago,457438194,Anita,,Woodlawn,41.78247,-87.5935,Private room,43,32,1,2025-05-24,1,61,319,1,
1279349825253709821,Premier room in chic co-living near UChicago,457438194,Anita,,Woodlawn,41.78247,-87.5935,Private room,43,32,0,,,61,312,0,
1279535728092336615,Blueground | South Loop 1bd apartment,107434423,Blueground,,Near South Side,41.8672741,-87.62440819999999,Entire home/apt,297,32,0,,,594,312,0,
1279661582865780949,Stylish 1Bed Condo in Hyde Park,40768890,Opeyemi,,Kenwood,41.80314,-87.5953,Entire home/apt,87,1,10,2025-06-09,1.37,1,181,10,R24000114178
1279761238406145506,River North | Private Balcony With In&Out Parking,518420764,Ibrahim T,,Near North Side,41.89241,-87.63332,Entire home/apt,305,2,46,2025-06-12,6.24,11,320,46,R24000120880
1280409974933261565,"Comfortable, Spacious Stay in Hospital District",592185146,Adem,,Near West Side,41.8684,-87.68773,Private room,52,32,0,,,6,136,0,
1280420967632453360,Bright and Cozy Room Near United Center,592185146,Adem,,Near West Side,41.87072571782235,-87.68609288021354,Private room,46,32,0,,,6,162,0,
1280425510219064936,"Large, Well-Lit Room in a Prime Location",592185146,Adem,,Near West Side,41.87044820256638,-87.68763923644609,Private room,46,32,0,,,6,162,0,
1280661323754524572,Stylish 2-Bedroom Wicker Park Apartment,660080854,Billy,,West Town,41.90382646954436,-87.68043561815291,Entire home/apt,218,1,47,2025-06-15,6.84,1,108,47,R24000122004
1280856317278837487,Entire Apartment with Private Balcony,9860978,Ilya And Sandy,,Washington Park,41.78369045325937,-87.61884521705124,Entire home/apt,,90,3,2025-04-13,0.49,4,0,3,R24000122260
1281264994928185141,Little cozy garden unit in quiet Neighborhood,83323964,Linh,,Jefferson Park,41.974116599029585,-87.75842897593975,Entire home/apt,86,2,39,2025-06-12,5.85,1,87,39,R24000122993
1281305058534732857,Emmanuel Haven,658847506,Bolaji,,Avalon Park,41.745625675703195,-87.5888096598467,Entire home/apt,241,2,11,2025-06-11,1.60,1,330,11,R24000120836
1281550505655072182,Adorable two bedroom with free street parking,86333405,Keenan,,Edgewater,41.99331,-87.66826,Entire home/apt,155,3,4,2025-06-08,2.31,2,329,4,R25000125391
1281917341928113016,Gorgeous Gold Coast Home - Discount For LA Fires,8896548,Chris,,Near North Side,41.9089252,-87.6298008,Entire home/apt,325,32,0,,,1,176,0,
1281932811859042091,Elegant 4BR Retreat | A Cozy Escape in Chicago,660347826,Sherene,,Belmont Cragin,41.91735567984332,-87.74344117277302,Entire home/apt,280,1,3,2025-05-26,2.00,1,343,3,R22000086479
1281941577247322124,Modern apartment  close to Loyola & Lakefront,518917937,Bella,,Rogers Park,42.0012074,-87.665776,Entire home/apt,128,1,5,2025-06-08,0.74,29,352,5,R24000122263
1281966825467240617,Luxurious 4B Retreat in the Heart of Chicago's DT,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Entire home/apt,421,1,1,2025-06-03,1,38,127,1,R24000121970
1281966877211883988,Elegant 4BD Luxury Oasis in Chicago’s Thriving DT,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Entire home/apt,421,1,0,,,38,112,0,R24000121970
1281989221334753190,Modern Shared Condo Near Downtown Chicago 3-316,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,116,1,2,2025-04-06,0.56,38,127,2,R24000121970
1281989520154763030,Modern Shared Condo Near Downtown Chicago 2-316,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,151,1,0,,,38,131,0,R24000121970
1281989611530979022,Modern Shared Condo Near Downtown Chicago 4-316,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,121,1,1,2024-11-18,0.14,38,132,1,R24000121970
1282000223766163288,"1bd w/gym, gameroom, pool. For Long stays",234187212,Keisha,,Loop,41.8724306,-87.6332523,Entire home/apt,280,15,0,,,2,173,0,R24000122270
1282022639839309846,Stylish Shared Condo Minutes from DT Chicago 1-317,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,116,1,3,2025-01-02,0.42,38,137,3,R24000121970
1282022780704280436,Stylish Shared Condo Minutes from DT Chicago 2-317,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,121,1,3,2025-05-18,0.41,38,140,3,R24000121970
1282022900692138845,Stylish Shared Condo Minutes from DT Chicago 3-317,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,113,1,2,2025-05-18,1.62,38,128,2,R24000121970
1282022997504919459,Stylish Shared Condo Minutes from DT Chicago 4-317,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,113,1,0,,,38,136,0,R24000121970
1282097976141550334,Edgewater Garden Getaway,79400549,Daniel,,Edgewater,41.99091,-87.66186,Entire home/apt,158,1,20,2025-06-07,3.02,1,307,20,R24000122632
1282142031278996137,The Skyline Suite,167631295,Cyndi,,Loop,41.8768,-87.62805,Entire home/apt,242,1,31,2025-06-10,4.37,5,295,31,R22000082060
1282628301795210680,Stylish Hidden Gem in the Heart of Uptown 1BD 1BA,538523017,Maisons De Promettre,,Uptown,41.970088710660036,-87.65778900493471,Entire home/apt,135,2,9,2025-06-02,1.34,2,214,9,R23000111298
1282969055377197027,The Historic Hideaway,167631295,Cyndi,,Loop,41.877692834179406,-87.62801878588452,Entire home/apt,216,1,20,2025-06-02,2.80,5,289,20,R22000082060
1283174531253013333,Flexible Room Choices & Modern Amenities !,656861752,Jia Sheng,,Near West Side,41.86127,-87.66204,Entire home/apt,425,1,2,2025-05-26,2,38,343,2,R24000121970
1283204403245825899,Spacious Shared Condo Near Downtown Chicago 1-103,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,118,1,0,,,38,348,0,R24000121970
1283215595886971908,Spacious Shared Condo Near Downtown Chicago 2-103,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,118,1,7,2025-04-27,1.02,38,347,7,R24000121970
1283221747113049491,Spacious Shared Condo Near Downtown Chicago 3-103,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,149,1,1,2025-03-17,0.32,38,352,1,R24000121970
1283228060982453553,Spacious Shared Condo Near Downtown Chicago 4-103,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,149,1,0,,,38,347,0,R24000121970
1283295005606552681,Blueground | Medical District 1bd apartment,107434423,Blueground,,Near West Side,41.8746601,-87.675844,Entire home/apt,248,32,0,,,594,351,0,
1283295379561751963,Blueground | Medical District 1bd apartment,107434423,Blueground,,Near West Side,41.8746601,-87.675844,Entire home/apt,249,32,0,,,594,352,0,
1283295799538838361,Blueground | Medical District 1bd apartment,107434423,Blueground,,Near West Side,41.8746601,-87.675844,Entire home/apt,,32,0,,,594,1,0,
1283296195665787133,Blueground | River North 2bd apartment,107434423,Blueground,,Near North Side,41.8950168,-87.6277882,Entire home/apt,633,32,0,,,594,307,0,
1283317141331468698,Beautiful modern private rooms!,435162548,Shavaughn Miquela R,,Woodlawn,41.77522829999999,-87.5954728,Private room,40,32,0,,,1,364,0,
1283427446912851523,Charming 3BD Urban Oasis in the Heart of Chicago,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Entire home/apt,442,1,0,,,38,320,0,R24000121970
1283448230210234258,Charming Shared Condo in Prime Chicago Room 1,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,119,1,0,,,38,344,0,R24000121970
1283448281957724706,Charming Shared Condo in Prime Chicago Room 3,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,119,1,1,2025-03-09,0.30,38,327,1,R24000121970
1283448300233138789,Charming Shared Condo in Prime Chicago Room 2,656861752,Jia Sheng,,Near West Side,41.8612685,-87.6620432,Private room,118,1,2,2025-01-29,0.29,38,350,2,R24000121970
1283652884096004435,Charming Garden Unit Portage Park,921140,Meade,,Portage Park,41.95606725585887,-87.75631779887176,Entire home/apt,85,1,18,2025-06-11,2.97,1,268,18,R24000122284
1284092534848332170,"Modern Comfort + Garage, Steps from Blue Line.",109475275,Andrew,,Logan Square,41.914916,-87.68952,Entire home/apt,592,2,25,2025-06-15,4.21,4,308,25,R24000122784
1284238608270380244,Urban Oasis,167631295,Cyndi,,Loop,41.878318689945466,-87.62860736263282,Entire home/apt,233,1,26,2025-06-09,3.64,5,331,26,R22000082148
1284248399378342313,Luxury Loop Loft,167631295,Cyndi,,Loop,41.87605,-87.6281,Entire home/apt,235,1,28,2025-06-04,3.94,5,305,28,R22000082361
1284411373632639624,City Skyline Suite (2BD / 2BA),1118796,Stephanie,,Loop,41.86865715369899,-87.63162116469789,Entire home/apt,333,1,29,2025-06-11,4.20,25,202,29,R24000122053
1284721129388006678,Clifton Flat 1 minute walk to Wrigley Field,62111851,Amy,,Lake View,41.95070579710794,-87.65693811457795,Entire home/apt,286,1,8,2025-06-07,1.42,4,125,8,R21000072230
1284754171877600643,Blueground | Medical District 2bd apartment,107434423,Blueground,,Near West Side,41.8746601,-87.675844,Entire home/apt,357,32,0,,,594,310,0,
1284919595171639536,Villa Chris 2,586371507,Idah,,Greater Grand Crossing,41.76892073808465,-87.61820551415505,Entire home/apt,,2,0,,,2,359,0,R23000103156
1284978842712853617,Wicker Park Master Bedroom,313092207,Junior,,West Town,41.91279,-87.68504,Private room,132,15,0,,,2,270,0,R24000117726
1284982807347976058,Private room in 5 Star Luxury Home * Parking Incl*,65135365,Fed,,West Town,41.896961691521675,-87.7008442985962,Private room,60,32,0,,,2,348,0,
1285110208275722407,Furnished Old Town 1 Bed Beauty,396270947,Jennifer,,Near North Side,41.89774,-87.63569,Entire home/apt,,32,0,,,33,204,0,
1285190208794675950,"New Built Apartment, Sleeps 12!",509192250,Thoms,,Lincoln Square,41.9684135,-87.685887,Entire home/apt,229,2,10,2025-06-09,1.63,22,346,10,R24000122227
1285210923237829717,"Cozy Condo, Sleeps 2!",509192250,Thoms,,Lincoln Park,41.9113043,-87.6486094,Entire home/apt,119,2,12,2025-05-26,1.71,22,338,12,R24000121898
1285229754181958407,Blueground | South Loop 1bd apartment,107434423,Blueground,,Near South Side,41.8672741,-87.62440819999999,Entire home/apt,279,32,0,,,594,80,0,
1285367568828528492,River North Corner 2 Bedroom,396270947,Jennifer,,Near North Side,41.89676165492297,-87.64097933903435,Entire home/apt,374,32,1,2025-03-07,0.29,33,122,1,
1285389433419454764,Luxury 1 Bedroom in River North,396270947,Jennifer,,Near North Side,41.895054910205296,-87.63889298860552,Entire home/apt,288,32,0,,,33,122,0,
1285498616670698406,The Parkside Panorama,1118796,Stephanie,,Loop,41.869948763148805,-87.63199258296788,Entire home/apt,281,1,14,2025-06-02,2.08,25,326,14,R24000121998
1285552363560058744,Rainbow Guest House: Wicker Park/Bucktown home.,596549251,Sara,,West Town,41.910589214211896,-87.67561898779789,Entire home/apt,265,32,0,,,2,293,0,
1285567847733300395,"Cozy, modern Garden unit",422428486,Khadija,,Irving Park,41.959551078174655,-87.71519551246683,Entire home/apt,80,1,33,2025-06-15,4.65,1,156,33,R24000119344
1286177318590529615,Beautiful spacious apartment,661295092,Ionel,,Grand Boulevard,41.80606578941963,-87.61404333335888,Entire home/apt,,2,3,2024-12-29,0.43,1,0,3,R24000121913
1286202917627379792,Michigan Ave condo w/ a view,9212337,Alexander,,Near North Side,41.8954849,-87.62647989999999,Entire home/apt,203,32,0,,,1,265,0,
1286283859281041787,Sunny Apt Close to O'hare + Easy Parking + Dog OK,156456715,Ivelina,,Jefferson Park,41.9922566,-87.77757299999999,Entire home/apt,95,4,5,2025-06-02,0.86,1,41,5,R24000121684
1286291353983862284,Home away from home,661325367,Nofar,,Uptown,41.96796,-87.65109,Entire home/apt,83,32,2,2025-05-05,0.70,1,281,2,
1286378224471387164,Lake View Private 1 Bedroom Unit,94390139,Anko,,Rogers Park,42.0122365,-87.6634988,Entire home/apt,77,32,0,,,2,289,0,
1286887028147516852,Chic Retreat,75405081,Netonia,,Roseland,41.72223,-87.60868,Entire home/apt,159,1,1,2025-05-05,0.68,3,277,1,R24000123356
1287048606160289573,"ALL NEW, 2bd, 15 min to Wrigley!",661491269,Victoria A,,Irving Park,41.95198009323618,-87.70354757856686,Entire home/apt,141,1,6,2025-06-15,1.05,1,287,6,R24000122532
1287146176347574856,Convenient/Private/Spacious in Chicago by Oak Park,65833406,Jamie,,Austin,41.86854,-87.77267,Entire home/apt,178,2,5,2025-06-08,1.61,1,332,5,R24000122135
1287217869859113111,Flexhome Medical District 1BR - Pool + Gym (CHI29),497660633,Flexhome,,Near West Side,41.870174,-87.6655892,Entire home/apt,144,32,1,2025-01-19,0.20,12,171,1,
1287609842871062878,3Br/1Ba Apartment in Chinatown,661616851,Daitong,,Armour Square,41.84602,-87.63396,Entire home/apt,106,2,10,2025-06-12,4.55,1,70,10,R25000127857
1287738295055637882,Flexhome Medical District 1BR - Pool + Gym (CHI30),497660633,Flexhome,,Near West Side,41.870174,-87.6655892,Entire home/apt,86,32,1,2025-06-01,1,12,227,1,
1287742685762603217,King room in newly renovated historic home,8389213,Danny,,Logan Square,41.9228,-87.70781,Private room,,3,0,,,4,0,0,R23000111819
1287772011231288213,"Convenient, Safe  Stay - Easy Access to Downtown",124619271,Ahmeena,,Woodlawn,41.784667266549754,-87.60596094557484,Private room,36,32,0,,,10,298,0,
1287782491817558399,Queen room in newly-renovated historic home,8389213,Danny,,Logan Square,41.923462978710695,-87.70964557657571,Private room,,3,0,,,4,0,0,R23000111819
1287881600810140375,Spacious Modern Retreat with Unique Charm,73266450,Adrian,,Near West Side,41.8679831,-87.6596957,Entire home/apt,433,2,5,2025-04-27,1.60,1,166,5,R25000126628
1288289928331064077,"Quiet 1BR, Eat-in Kitchen, Close to Midway",127847265,Martin,,Gage Park,41.79096959551496,-87.697505878821,Entire home/apt,115,2,2,2025-06-10,0.40,5,328,2,R24000122434
1288407011150855698,"Your Chicago Escape! Pets Allowed, Near Aon Center",657464236,Aishat,,Loop,41.88739,-87.62569,Hotel room,,1,0,,,28,361,0,2863615
1288408399814227963,"Look No More! Pets Allowed, Near The Marina",657464236,Aishat,,Loop,41.88739,-87.62569,Hotel room,,1,0,,,28,358,0,2863615
1288411300189046044,Convenient Stay Downtown! Close to The Marina,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,2,2024-12-31,0.15,28,354,1,2863615
1288412363692367764,Pet-friendly Accommodation in Downtown Chicago!,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,5,2025-05-25,0.39,28,353,4,2863615
1288415428081302574,Relaxing Stay Downtown! Pets are Allowed,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,31,2025-05-19,1.74,28,349,19,2863615
1288421823668538788,Spacious Accommodation with Chicago River Views!,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,6,2025-01-02,0.52,28,358,6,2863615
1288425427965936009,Comfort and Convenience! Pets are Allowed!,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,1,2024-11-02,0.13,28,347,1,2863615
1288428607067982658,"Relax and Recharge! Near Aon Center, Pets Allowed!",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,0,,,28,343,0,2863615
1288430337741357588,"Affordable Getaway! Near The Cove, Pet-Friendly",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,0,,,28,346,0,2863615
1288432170550719569,Chicago Escape! Near Chicago Tribune Tower,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,0,,,28,353,0,2863615
1288435435504823757,"Relaxing Getaway in Chicago w/ View, Pets Welcome!",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,10,2025-05-25,0.50,28,292,3,2863615
1288439204912003604,2 Pet-Friendly Units! Near Chicago Riverwalk,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,11,2025-03-27,0.57,28,277,3,2863615
1288465784119117015,Cozy Casa by O’Hare Airport,548602394,GregoryElijah,,Portage Park,41.96839749999999,-87.77455789999999,Entire home/apt,93,1,13,2025-06-11,4.87,2,321,13,R24000122569
1288486450583195229,"Relaxation Retreat! 3 Modern Units, Near The Cove",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,1,2024-03-06,0.06,28,268,0,2863615
1288488226110621585,4 Spacious Units! Near The River Theater,657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,1,2023-11-12,0.05,28,254,0,2863615
1288489911807808141,"Explore Chicago! City View, Pet-friendly Property!",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,42,2025-05-26,2.29,28,346,26,2863615
1288491632012079929,"Rare Gem! Pets Allowed, Near Marina City",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,1,2024-05-24,0.08,28,359,0,2863615
1288492545555986646,"You Found it! Pets Allowed, Near Picasso Statue",657464236,Aishat,,Loop,41.8873941,-87.625694,Hotel room,,1,0,,,28,354,0,2863615
1288524425446697617,"Gorgeous, Central Furnished Room",576320266,Brianna Amber,,West Town,41.8937667,-87.661372,Private room,71,32,0,,,9,235,0,
1288590643029737153,Large Group? Lincoln Park 4BR: Near Train & More,248760412,Cloud9,,Near North Side,41.9083224,-87.65032839999999,Entire home/apt,462,1,4,2025-03-19,0.62,87,318,4,2988053
1288779407697998158,Quaint | Chic Edgewater Classic - EZ public trans,316480624,Joseph,,Edgewater,41.98831828327989,-87.66565212093079,Entire home/apt,124,1,14,2025-05-27,1.98,14,334,14,R22000664491
1289010692354841307,Gorgeous Mag Mile Studio,396270947,Jennifer,,Loop,41.87067,-87.62399,Entire home/apt,150,32,0,,,33,311,0,
1289085677490957670,Blueground | Medical District 3bd apartment,107434423,Blueground,,Near West Side,41.8746601,-87.675844,Entire home/apt,588,32,0,,,594,264,0,
1289086047541631026,Blueground | River North 2bd apartment,107434423,Blueground,,Near North Side,41.8950168,-87.6277882,Entire home/apt,569,32,0,,,594,232,0,
1289086904382473028,Blueground | South Loop 2bd apartment,107434423,Blueground,,Near South Side,41.8672741,-87.62440819999999,Entire home/apt,304,32,0,,,594,344,0,
1289373306674401427,Luxury Private Rooms (2),137153290,Kelli,,Woodlawn,41.77717230176608,-87.59869069477399,Shared room,,2,1,2025-05-19,1,2,0,1,R24000119867
1289538989923459279,24h Self check in 5 min Downtown & Chinatown bo11,659792380,Henrique,,Bridgeport,41.842,-87.65586,Private room,26,32,1,2025-01-18,0.20,9,303,1,
1289792655213011775,Self check near Downtown & Chinatown bo3,659792380,Henrique,,Bridgeport,41.841791208374,-87.65821046600061,Private room,26,32,1,2025-06-06,1,9,309,1,
1289793630442671250,McCormick Pl 420 friendly 3BR/2BA/sleeps 8/Parking,370322240,Sofia,,Near South Side,41.85302,-87.62508,Entire home/apt,408,2,5,2025-05-25,0.81,1,343,5,2792126
1289890812970525556,HP Selfcheckin 15mindowntown 30minsAirport SmartTV,480309366,Christine,,Humboldt Park,41.91117,-87.72335,Entire home/apt,174,2,7,2025-06-14,2.23,3,159,7,R23000105271
1289900487010596048,WalktoDepaul SelfCheckin WasherDryer 15minDowntown,92129084,Russell J,,Lincoln Park,41.92655717703944,-87.65920517130336,Entire home/apt,253,2,21,2025-05-26,3.42,7,134,21,R23000111949
1290014018031614673,Room.LoganS. 3blocks f BlueLine.,53292317,Mary,,Avondale,41.93448494572555,-87.71225338747817,Private room,48,32,1,2025-02-28,0.27,5,228,1,
1290105487158584784,L2. Private BR located in Bridgeport,514776477,Ralph,,Bridgeport,41.83855,-87.64361,Private room,36,1,7,2025-05-20,1.01,11,57,7,R23000109597
1290112405531818718,Self check in Downtown & Chinatown 5 minutes bo4,659792380,Henrique,,Bridgeport,41.84185,-87.65806,Private room,26,32,0,,,9,311,0,
1290119241263255290,King bed Self check in near Downtown Chicago bo6,659792380,Henrique,,Bridgeport,41.84136915534311,-87.65750645540983,Private room,28,32,0,,,9,319,0,
1290280108005220639,"LB1. Near restaurants, stores, CTA",514776477,Ralph,,Bridgeport,41.83826538167809,-87.64162087227338,Private room,40,1,3,2025-02-03,0.50,11,74,3,R23000109597
1290348238523724466,2 Spacious Units Near Chicago History Museum!,657464236,Aishat,,Near North Side,41.8931328,-87.6257708,Hotel room,597,1,1,2025-05-08,0.71,28,231,1,2896450
1290499315073780607,Cozy Urban Retreat in Albany prk,555667049,Bernadette,,Albany Park,41.968319681626646,-87.7167001013324,Private room,56,33,0,,,1,179,0,
1290659926089714908,1) IL - Enlighten,286802480,Henry,,West Garfield Park,41.87417,-87.72899,Private room,24,5,6,2025-05-31,1.12,3,339,6,R24000114793
1290756695202955759,Old Town Retreat,237116642,Caid,,Lincoln Park,41.9123319931534,-87.63835083693266,Entire home/apt,347,2,2,2025-05-18,0.65,3,344,2,R24000121663
1290999130732358984,Old Town Penthouse,237116642,Caid,,Lincoln Park,41.912332,-87.6383508,Entire home/apt,474,2,0,,,3,276,0,R24000121663
1291463738051181252,Cute little city apt in Oak Park,240622797,Kristee,,Austin,41.8789,-87.77313,Entire home/apt,71,32,0,,,1,365,0,
